,T98G,RD,A-673,L-1236,786-0,A498,A549,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-15,HCT116,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H226,NCI-H322M,NCI-H522,NCIH23,OVCAR-4,OVCAR-5,OVCAR-8,OVCAR3,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC62,UO-31,TC-71,HDLM-2,L-428,A2780,A375,A427,ES2,HT144,LOVO,MDAMB436,NCIH1650,NCIH2122,NCIH520,OCUBM,OV90,PA1,RKO,RPMI7951,SKMES1,SW837,UWB1289,VCAP,A2058
RELB,5.636271637,4.721448921,4.202505854,6.695178469,6.480655017,6.484957953,4.949118192,5.217124417,7.070246412,5.43440008,3.486024967,4.796236553,6.249332722,6.301791921,5.695323127,4.36944086,5.177889417,7.170839751,7.167101833,5.70707189,5.185037473,5.772235355,3.29989776,4.232289297,6.757465179,3.995490049,4.844834512,7.172686918,5.84569691,3.621284585,5.24739672,5.814840241,4.683440697,6.55885863,4.41425839,4.730073032,4.554880651,4.376587734,4.512511677,4.74030817,6.572951564,4.540678055,6.848916805,5.156424289,4.650377516,4.047933138,3.960625777,5.258506767,4.685603486,4.749652315,6.937542329,4.343520945,4.280014535,5.404955657,4.329482199,4.415994829,5.128064585,5.718399246,3.514754681,8.289700358,6.984427357,4.876495696,6.59029643,7.016401686,6.24871871,4.419845856,5.4891414,7.167711645,4.481759414,5.116596937,3.602861952,4.106998401,4.506790328,4.097663093,6.576959665,7.622330106,6.609704133,5.735443818,5.968133979,4.240623957,5.528395095
EPHB2,4.338922619,3.552826666,3.557233833,3.38842737,4.225986813,4.048324808,3.922578635,5.114144959,3.330487684,4.866769121,3.56397348,6.977247834,3.43284188,4.234438037,4.972928826,4.333291041,4.312001894,4.330714166,4.802894855,3.561153896,3.622049562,3.604920053,3.591825297,3.822862763,4.573785786,3.401597853,3.537784686,4.423818595,4.536935548,3.411529522,4.361925544,4.479987515,3.801842636,3.4661272,3.830769235,3.835661521,4.045734744,4.484156046,3.818655779,3.990729136,5.007706369,3.822336338,5.217308076,4.892097675,3.552075206,3.385870881,3.484956398,3.707373506,4.786184687,4.481774623,3.418503617,4.315368768,3.685107318,5.782636788,4.062253368,3.355100151,3.440274885,6.284679059,3.473639014,3.389115483,3.79543691,3.762180741,3.764641674,3.874130465,4.475718727,3.614794228,4.431975614,3.749359754,4.074187744,4.031233326,3.524193053,3.62725602,4.334491673,3.532432067,4.706869481,3.373379633,5.929176065,4.368024021,3.958396006,3.860640816,3.314600271
RPIA,8.24483757,8.5190402,8.888380214,9.433573584,8.395350944,7.151614126,7.98345791,8.843727324,7.893629356,8.111226722,9.994383983,7.764702735,7.95171167,7.504759554,9.409363518,8.208137996,8.959880644,8.650004247,8.984913735,7.783724737,8.834273158,8.542714632,8.550661616,8.84235864,9.17949431,8.215546249,9.660629676,9.381261027,8.194243429,9.992299356,8.03155855,7.780595105,9.427142014,9.94634971,8.76971137,8.131441092,7.847832014,8.333370614,8.098049593,8.589909818,8.052953777,8.413453139,7.200382858,7.283162081,8.058378372,7.443768773,8.36772094,7.769884677,9.035286022,7.799190792,8.904986796,8.841808876,7.451711918,8.910211477,7.984139116,8.340986857,7.839456759,8.10666483,8.57023239,9.520334145,9.359622175,8.528898781,8.655465973,8.635816243,9.337056219,8.198690994,8.430853434,8.242453445,8.476971702,7.870746482,8.353031851,8.107334961,8.765774235,7.988359936,8.842577288,8.383479616,7.73670556,8.33166658,9.56372012,8.349473609,8.514567623
NVL,5.81127046,5.881297654,6.231362116,6.429637496,5.425957337,7.058138298,5.282212584,5.776841638,6.509493605,5.855377631,6.36633136,5.951926442,5.965780967,5.619910066,5.466798216,6.134043746,5.690173717,5.455527862,6.517999578,4.970280639,5.417776233,6.116135127,7.001210626,5.938450039,5.321061345,5.725950787,5.583064399,6.342641242,6.485895727,6.598146563,5.727940725,6.262306571,6.442033301,6.297072633,6.079051318,5.150644586,6.065708207,5.794137746,6.257691747,6.418321246,6.024405873,5.980780283,5.166908704,5.740538602,6.212273773,5.468336942,5.708652509,5.957386808,6.354041824,5.84830739,6.982282423,6.487066554,6.032429228,6.265852515,5.704635641,5.839999505,5.53613036,5.429736566,5.892018043,6.878272004,6.876498472,6.846703427,6.021829679,5.341077565,5.963269618,5.812324106,4.914122509,6.230444941,6.060481864,6.070264649,6.001908324,6.502912103,5.696331192,5.972761365,6.470489958,5.042586088,5.73208358,5.789223141,6.390977925,6.563405871,6.156061669
CHEK1,6.767080402,6.856272652,7.915093817,7.521809675,6.701369773,6.190114645,6.104235696,6.246722923,7.493693683,5.610207464,8.733328778,5.683494877,8.032742066,6.2166574,8.415890722,7.146686879,6.878334291,5.42581688,5.662224207,7.145612776,6.593414346,6.612600548,8.158280529,7.017774353,6.470733071,7.873485793,5.41395956,7.452315112,8.188433727,9.189144212,7.316550569,6.857354547,8.131238503,7.608652302,8.526872066,6.695823106,6.129675387,6.630447446,7.284518901,7.391731793,6.906941875,7.466985606,5.673592027,6.479314483,6.350572446,5.629523209,6.110624801,4.425322403,7.659726941,6.469391276,8.258631692,7.426825771,7.271489779,6.841527807,7.385423826,6.418254804,5.891240454,7.145965915,7.0977784,8.300304958,8.460894462,7.238099613,5.948042251,6.861239922,6.28699117,4.769450954,5.247054134,7.448657738,7.561258614,7.336930476,8.356369243,7.566023207,7.889747785,7.252085582,6.71963571,6.328576861,7.408834223,7.621563274,8.583936337,7.179327821,6.96438902
ME2,7.740886848,7.27718263,8.26296401,9.279922449,8.308399963,7.493107618,8.091764557,8.160984821,8.192030753,8.180584859,9.122150463,7.738029261,7.960475637,7.780970555,9.041640134,8.659005173,8.647382812,6.926709194,9.136228241,8.001267759,7.053647763,7.912685089,8.255028057,8.109241668,8.494938532,8.27044403,7.668930944,8.40276658,8.533108598,9.157329054,7.657068898,7.562570382,9.25289313,9.178637469,7.212191344,6.014027251,7.072689757,7.326356668,7.483333153,8.961457828,8.825856909,8.371150257,7.228896695,7.353227367,8.156838862,8.103637282,7.801684481,8.830244156,7.816274378,7.335429538,8.780277612,7.887906513,7.841889735,8.656875161,6.71998096,7.929058495,7.848965366,8.379495632,8.844196311,8.980463269,9.181735711,8.773856446,7.858863058,9.002637563,8.689046361,8.303316889,7.481702988,6.918157564,7.386576617,8.592170087,8.688934763,6.860174438,8.464658201,8.407970685,9.323370735,7.848424984,8.789870826,7.461757196,7.620561362,8.368932876,8.840628981
PDGFA,6.388484314,7.306082766,3.756883949,5.109600124,6.755612855,6.558599654,5.123476532,5.469901241,3.299707975,4.977691099,3.7642226,5.230038681,4.396072508,4.824421723,5.017108997,4.599265785,6.419094219,6.926510418,5.924279569,7.28037416,5.643604913,5.74971742,5.10777069,3.820854455,6.864214359,3.725254958,5.969952847,5.486225129,4.534482261,4.239630279,6.923893118,5.34244663,4.203411358,4.942537575,4.341482816,5.498789452,5.543324888,4.412008992,4.541484719,4.690800403,6.816428583,4.329279365,4.05458037,7.625983405,3.800299284,3.179725728,3.317987563,4.44949055,4.898470567,4.571275923,7.720267345,7.501234508,4.915629207,6.029400403,6.272306974,4.021770856,7.177863277,5.056517131,3.512749882,4.927520975,3.534004504,4.418097387,3.886131267,5.340670081,5.878123095,8.234838017,6.959562228,6.521595028,5.808996453,4.82473571,3.615831747,5.507734637,5.07245437,6.451367915,5.409103764,6.923659261,6.094517897,5.679209988,3.742157873,4.942180954,3.292228031
RFC2,7.60747376,7.963849678,8.737616625,7.096647203,8.782387819,8.529921645,6.77260484,7.30304147,7.900505911,6.432038125,8.535475037,6.756262088,8.720996406,7.910298771,8.157856045,8.1095788,7.330950642,6.855022695,8.140306204,7.244255033,6.963279302,8.171677377,8.55177018,7.716944794,7.091344882,9.162252411,7.071451817,7.687597593,7.569249139,8.067550975,7.847105798,6.584063039,7.930570071,7.952258916,7.997203249,7.153048108,8.133389491,7.749639227,8.417621042,8.442053904,8.07953426,8.73766421,7.57419524,7.729719412,8.036218382,6.255954045,7.737198235,6.026246838,8.884661461,7.573516335,9.301009993,8.216805662,7.392357114,8.595576277,7.791456722,8.44126251,7.822912818,6.936145039,7.710725562,8.177565439,8.726322528,7.969095211,7.208969239,8.002735562,7.599212193,7.537264972,5.291835949,8.067340256,8.003452077,8.872440075,7.981924153,8.738306492,6.339715125,8.099759423,7.468596267,6.503769933,8.388067626,7.272009733,7.907676029,7.741462728,8.399727699
TIMM9,7.722860714,8.376897849,8.633380606,8.824464886,9.687495861,7.460419677,8.999790033,8.723086475,8.690123135,7.516281997,8.60369701,8.28015562,9.126135892,8.451811997,8.747760186,8.987639612,9.010468079,8.505641986,8.864627252,7.792098701,8.308949636,8.719386837,9.220499545,9.212686665,9.423457246,7.992738169,10.10803339,8.76269427,9.048099418,8.752773812,8.217004403,9.125858567,8.529064361,9.01618549,9.203884703,9.013375124,9.719194124,8.690556453,9.803784427,8.821269802,7.876857562,8.37978015,7.493926741,8.003765942,8.982902887,8.193356817,8.393698047,8.719816447,8.809557933,8.060146988,8.387222933,9.773701257,9.832816389,8.386372742,8.579690734,8.193074543,8.881573522,8.305242004,9.486787783,8.418133835,8.94072053,9.449262626,9.054109107,8.843811324,9.375752695,9.164344801,9.859250711,8.128817528,8.121798835,8.930679497,8.898098926,8.066098823,8.282128871,8.695525917,9.528465757,8.573561034,8.32493563,8.69968939,8.602914739,9.117566174,8.948669533
ORC1,5.344791353,5.325481963,6.065066367,5.063566903,5.072739114,4.209757604,4.071200524,3.986424425,5.867197407,3.726383434,7.480742199,4.259734687,5.706073967,4.851521738,5.637364549,5.742308381,4.43579075,4.007180573,4.026834488,4.412398469,4.519042576,6.142693407,7.910517725,5.96681576,3.870367373,6.681141793,4.052781094,4.694221975,5.769664129,6.870124344,5.302045865,4.22563538,5.959858261,6.195234079,5.171439494,4.097482556,3.542768953,5.029690466,4.978185856,6.733573147,4.890685894,5.443265634,4.262792069,5.04246706,5.43669895,5.024254949,4.535634538,3.635843727,5.825744963,4.203664389,6.660467721,5.040708847,3.529047942,7.27129193,5.260660173,5.466785387,4.792182376,3.826301355,5.806869098,5.680616855,7.151295071,5.379716741,4.146558037,4.477980226,4.837011301,3.788028331,4.779918964,6.177266388,4.724457171,6.112389765,5.776996933,5.700292183,5.574406448,5.30132833,4.638716504,3.947228241,5.194295726,3.801840689,5.568297212,4.202216789,4.316866568
PARP2,7.618056387,8.032782315,8.436363811,6.999051696,8.432644195,6.97388775,7.644513946,7.157471527,7.687837333,6.086370988,8.41148645,7.587010746,9.199805119,7.936263685,7.632214498,8.133134057,8.119651762,7.82443114,8.309299037,7.869752676,6.62042916,8.623317063,7.716193819,8.861101653,8.026016102,7.80737475,7.637885955,9.435823331,9.573019908,8.631607323,7.716358172,9.029899353,8.320737675,8.902528614,7.296344342,8.731958357,8.743837007,8.645550214,8.435961474,7.7638825,7.324018831,8.009693165,7.758884333,8.055250081,7.494902477,7.171470679,7.209380773,7.352376213,8.951593815,7.914126575,7.979492783,8.617583835,7.779389963,7.910943481,8.290514926,7.158023883,7.976095908,7.258167522,8.837206563,8.050726907,8.6707632,8.470277028,7.531115678,8.094867019,8.475236942,7.273426863,7.82039849,9.126906691,7.465371781,8.950341812,8.326682428,8.423359544,8.214785314,7.759115885,8.122377592,8.229600526,8.557854,8.199554613,9.062044063,7.865396293,7.372931388
MSRA,4.854433284,4.953620277,5.036670835,4.085353758,3.591639838,3.792968721,4.373911715,4.076825323,5.154014123,3.949354185,4.580947439,4.329148438,4.283839254,3.646181912,4.897191326,4.412753388,4.486866976,3.982074442,3.395242046,3.75478406,3.723548541,3.172828147,3.865413534,4.053891068,3.826261335,5.614268108,4.346030939,4.389682296,3.399829723,3.197113277,4.759570079,3.845039487,3.717415789,4.441409644,3.686051815,3.875790923,4.019470784,3.301408503,4.571516336,4.083018435,4.533717843,4.927752933,5.537215188,4.772001001,4.773405849,4.311459497,3.905390769,4.335515882,4.552226185,4.958423216,5.823608593,5.633303999,4.954162197,3.707697779,4.258280759,5.262809194,4.306695997,5.58937358,4.747063487,4.668121565,5.020714729,4.395519285,4.12692389,4.409230626,4.060336815,3.815523818,3.514952469,4.354995101,3.317119741,4.368140797,4.014730022,3.150530823,3.427105087,3.71672155,5.231295087,3.588421131,4.595059515,3.999961126,3.459837896,3.539693607,4.152343254
SYNE2,5.257338103,5.52471171,6.845405677,4.624680216,4.962274089,4.85245988,6.590089231,7.576463739,7.038577808,5.706022196,6.649223847,6.908401388,5.69249743,7.294616754,5.78986238,5.689428017,6.261880137,5.724508463,4.876689058,4.905845525,6.63034419,7.315947714,3.89075681,6.870245649,3.987208317,6.300092989,7.390239973,6.650909269,7.349778754,7.268330525,5.968570701,7.555501532,7.121868695,7.480428414,7.32823461,7.447441403,6.245959029,8.083242491,5.823297807,6.293679992,5.100065157,6.484064191,4.152732192,5.733194282,6.796060549,6.593515902,6.455943498,6.155400583,6.443066544,6.052484497,5.616245686,5.50404445,6.228440165,5.409066803,6.970137559,4.214387875,5.336797447,5.010095927,5.549265596,7.207858381,6.135441769,5.625854602,4.82762377,6.026659547,4.533082989,5.085383337,6.889277827,6.041684172,7.530123504,6.153820852,6.16291811,6.60477931,5.931940464,6.582747375,5.407340547,4.330801004,5.093861747,6.687490961,7.648132014,6.199872129,6.520810919
UBE3C,5.047999975,4.683908998,4.8028427,4.725931896,4.96585711,5.24357511,4.772935293,4.99583506,5.020146834,5.665095626,4.456123555,4.434002584,5.301560808,4.735392983,5.121082232,5.081566077,4.81861778,4.74790287,5.629511185,5.771109723,5.257173376,4.871897983,4.784984046,4.728482837,4.590488481,5.304075453,4.831905264,4.571068041,4.584876558,4.908620075,5.311421912,3.789123001,4.904794586,5.114711318,5.176147291,4.626522152,4.961316287,4.777134482,5.231775213,5.362904924,4.495556,5.501907774,5.390310523,5.020779982,4.932947983,4.45197525,5.46475517,4.49273181,5.424565314,5.210541803,5.368579695,5.144561291,4.460848494,5.1651291,4.937396697,5.166024117,5.742525485,4.800520173,5.120829882,5.326385916,5.193200704,4.656673674,4.945352687,4.329963387,5.225051097,5.167630303,4.846989342,5.31029449,4.274601852,5.218671286,4.714537497,5.112328461,5.338299245,4.41357903,5.505681776,4.977528381,5.062098477,4.913144763,5.073556941,5.347601287,5.153764639
CCDC92,7.648795502,7.48147395,8.140049725,6.98908045,8.452647711,6.598994852,8.241296539,9.109634035,7.734192959,8.477799033,7.890355538,7.485600033,6.962284808,7.907193716,7.19245552,7.510664649,6.834314335,8.2850137,7.791371235,8.973538593,7.659584642,6.952891179,6.884975432,7.06397562,8.021984817,6.535386304,7.2123928,7.977791153,7.900482412,7.20766753,8.060840677,7.329895691,8.539699912,7.612646094,6.930098379,6.956472839,8.142153053,7.178215352,8.714218258,6.270510596,8.020471988,8.725997612,7.989599447,7.882533838,6.229700816,6.639248689,6.899723912,8.519653553,7.601074168,8.134750192,8.313713912,7.167798223,8.703590291,8.044496755,7.959380127,6.316867797,7.275466949,8.567267234,7.773171869,8.402253075,4.814449317,7.07513304,6.250657517,7.623472485,7.992480523,6.797059579,4.372143625,5.953730738,7.399355489,6.323323876,6.64775122,8.226859376,7.89384189,6.628899575,6.225438676,7.564801741,7.935747675,7.774589253,6.595301978,7.478310669,7.281954032
CXCL2,3.430237938,7.485693944,3.586932357,3.530405419,7.682862597,4.969486248,9.848091237,10.24164676,8.292889014,8.280060276,3.704821819,7.711227531,9.712803802,10.20565185,7.197222053,4.218890396,5.26581374,8.105340291,8.451687653,4.637252655,4.943830879,3.581288723,7.984500157,6.790007939,11.66742388,3.727656359,3.7947328,9.390432977,5.234875911,4.03501019,7.372766828,6.13515083,3.61907978,10.83443335,3.870236434,5.39764973,8.782780505,7.966051955,7.986796613,3.923072738,7.137527697,4.333896692,9.476982201,4.009684924,3.767316073,3.698423595,6.516472004,7.385206572,6.101363324,3.693928311,3.623137125,5.700466919,3.779287426,7.96862032,4.224847132,3.769444101,3.809950311,9.075216516,3.633554072,3.702846698,3.587935725,3.333177605,7.814196566,7.802147314,9.190357998,4.112545713,6.667298467,11.25741524,5.051382216,11.06693083,3.792743644,3.404693528,7.888457136,4.375881373,5.118598983,9.118403465,11.05777747,6.924498641,8.132294892,3.693257326,4.476554384
TIMM22,4.638827619,5.063206326,4.655473079,4.155157578,4.880973882,4.437833115,5.01343823,4.658125998,4.969662383,4.265508799,4.788750249,4.237297935,5.375997072,4.479161043,4.683208224,4.220839793,4.474181111,4.284834641,4.085316922,4.718038017,3.970708358,4.338692051,4.139060818,5.078508154,4.723424681,5.814338116,4.275051839,5.452067716,3.95928648,4.624472781,4.941496505,3.803462623,3.964304365,4.526750857,4.24216481,4.204049112,5.062384736,4.194783198,4.886645714,3.844914389,4.114843767,4.801771045,5.030405879,4.063982327,4.17853925,4.315370583,4.698066228,4.052762955,4.993006632,3.804131485,4.869798964,4.798758649,4.225133133,4.965180226,4.293050935,5.207522234,5.101877865,4.075372534,4.400581689,4.372549984,6.01382876,4.521205458,4.421733459,4.195625372,4.411061391,4.214909926,3.918307047,4.981467448,4.233666225,5.44615915,4.499322708,4.121313843,4.307261304,5.216881684,5.001612976,4.291915899,4.029911492,3.657067074,5.614324988,4.720203098,5.194843423
ATF5,4.525539461,5.337800796,10.30470116,11.86073739,4.814296461,5.599380991,5.073317968,4.256143802,4.975278321,5.695889079,6.936846842,4.793987574,4.812890893,4.934462894,6.284641513,5.472812635,5.648336099,3.650288212,4.824564311,4.590289948,5.678454448,4.957346736,9.394153832,5.172917837,5.469415418,5.655744932,5.742433131,4.526224583,4.417015323,5.347538782,5.11273177,4.240672593,6.084962109,5.252728369,5.611277028,5.254906495,4.094377574,4.282355351,6.303186776,4.552442431,6.374386619,5.005878565,5.727291397,4.442351022,4.52529383,4.340670032,4.134592835,6.690362599,5.181165444,4.771114708,5.533786465,5.235123125,5.213766212,4.581817011,4.635096209,4.781052435,4.768522601,5.141328577,5.601873927,9.953027905,6.897633421,9.874788194,4.3751085,7.670292763,3.87654582,5.433760704,4.566846008,4.700094759,4.993562525,4.640340777,4.227228678,5.91900439,6.622296145,4.166671285,5.630947729,4.901960834,5.247775691,5.719837418,6.832698289,6.783287629,4.365763821
NSDHL,7.933767366,7.149355439,8.290026704,8.271860697,7.683142689,7.764240272,7.441731461,6.330110863,8.919856887,7.727752608,7.707758444,7.729049825,7.464595293,6.859808272,7.479000716,8.291980592,6.535096542,8.001516695,7.649709876,7.299926315,8.022766902,8.229320271,8.319405484,6.531789832,7.782214404,7.979014993,7.556060376,7.425353073,9.815636108,7.277906382,7.805727034,8.175762601,8.225314496,8.210597789,9.293173498,6.766445001,6.610887681,7.806649027,7.473162418,7.858487247,7.6014514,8.319335296,7.687590852,9.162572422,7.734870584,7.364248733,7.7112275,8.323193262,7.542491869,8.130397179,7.042013598,7.00951966,6.363675327,7.55447301,6.355007627,7.817602341,7.539869566,7.847984228,8.588445174,6.872991477,8.353112081,7.125035879,6.688097978,7.659850186,6.592309889,6.659515553,8.255692594,8.341507791,7.709202464,7.440036488,8.191852984,8.549319399,8.362291326,8.149702274,7.305154148,7.820105591,8.880245149,10.1357786,8.473314751,7.132085062,6.812683811
ADI1,8.823830939,9.346670525,8.852059091,9.569597751,5.953401708,8.873736104,9.062829042,6.839764849,7.144611457,8.934102227,7.905095761,7.952323156,9.762144906,7.624250179,9.274965523,8.336271883,7.57187483,7.603347098,8.506932421,8.47720454,8.693834576,7.942142222,8.087174906,8.545514939,6.312222429,9.832889276,9.560594095,8.618482067,8.914671618,7.482430981,9.487402985,9.653438651,8.236826004,7.828191048,8.571349977,8.583570303,8.108244001,8.703463885,8.517722359,9.27942945,7.836815794,8.349843624,7.558121453,7.853989031,8.933917515,8.995348424,7.809207217,8.322204234,9.323963103,8.46142988,8.331242184,8.83651014,8.977008535,7.540542551,7.095933549,9.347934142,9.05931796,6.700883756,8.627243529,8.311164466,8.068194805,9.090402149,8.690836443,8.615114813,7.672907102,8.56394587,7.172849557,9.397776417,8.129003537,9.548015384,9.060198106,9.540826322,9.261695449,8.719623165,7.879042499,8.600737788,6.925533895,7.404184429,9.187080076,10.43106001,8.391394143
